file,context,cat_id,breed,sex,owner_id,session,vocalization,sample_rate,channels,bits,frames,duration_seconds,sha256
B_CAN01_EU_FN_GIA01_209.wav,brushing,CAN01,EU,FN,GIA01,2,09,8000,1,16,14982,1.87275,ebc9150667a4a1d5a1ad5c482c17a3e34723a97f2f510641a17b291c27f72df3
B_CAN01_EU_FN_GIA01_210.wav,brushing,CAN01,EU,FN,GIA01,2,10,8000,1,16,13695,1.711875,aa1b019862a856808a30468bbef184f2cfa8dae0b49ac0403f20b7169a2589a2
B_CAN01_EU_FN_GIA01_301.wav,brushing,CAN01,EU,FN,GIA01,3,01,8000,1,16,14993,1.874125,2834d03ea5e94bf72d57c58733c8caaf276207cdf4e5d90a83889e38637f51a3
B_CAN01_EU_FN_GIA01_302.wav,brushing,CAN01,EU,FN,GIA01,3,02,8000,1,16,14717,1.839625,f02a9d060aa2e1b628e32e05ed3dbb3ae35be943f51e428a32145627f78c4680
B_CAN01_EU_FN_GIA01_303.wav,brushing,CAN01,EU,FN,GIA01,3,03,8000,1,16,14671,1.833875,6f47f26745dddb58594ae636908b689bc54eab3c3d77b9ee824e62391c840d20
B_CAN01_EU_FN_GIA01_304.wav,brushing,CAN01,EU,FN,GIA01,3,04,8000,1,16,15223,1.902875,ec773cf33c9c13afd6a865dad05adbfb9a0984276f85f4ceb37107ac44e896f3
B_CAN01_EU_FN_GIA01_305.wav,brushing,CAN01,EU,FN,GIA01,3,05,8000,1,16,14303,1.787875,5fc917c6562465a93b910a8930d306e0fdc6a44cc10826da9e63eadcb2529fa4
B_CAN01_EU_FN_GIA01_306.wav,brushing,CAN01,EU,FN,GIA01,3,06,8000,1,16,14625,1.828125,b9bc04774748c137f9aeb83d1f40c19281e1249edf26b7d8c7b2785e564cf6c5
B_CAN01_EU_FN_GIA01_307.wav,brushing,CAN01,EU,FN,GIA01,3,07,8000,1,16,14901,1.862625,2f56530f3aaf334dd1bc31396aca65b6441d3cc197e178ee554d0360cf893f3f
B_CAN01_EU_FN_GIA01_308.wav,brushing,CAN01,EU,FN,GIA01,3,08,8000,1,16,13245,1.655625,40f8d4546b88367a8581a608d6fc7f5f73e9af739b18f23a82f8fe0293b8c0e9
B_CAN01_EU_FN_GIA01_309.wav,brushing,CAN01,EU,FN,GIA01,3,09,8000,1,16,14119,1.764875,1b356f1a641572ab72ece10159086e5bb589d877a1d8692ab40d45c7d776e4f6
B_CAN01_EU_FN_GIA01_310.wav,brushing,CAN01,EU,FN,GIA01,3,10,8000,1,16,16373,2.046625,ecc2ea7057cf68e6613bdf1294d66493d2dba3f151f43937c6d6163bd65553bb
B_CAN01_EU_FN_GIA01_311.wav,brushing,CAN01,EU,FN,GIA01,3,11,8000,1,16,14625,1.828125,c58e0b81226a2bf7010d035189a07a8c28bd8d816e244f78fceafa8d4097f9b2
B_DAK01_MC_FN_SIM01_102.wav,brushing,DAK01,MC,FN,SIM01,1,02,8000,1,16,10998,1.37475,a81eacaee2216f8f6e8dc0d4cab414d007a37c432b15c2294f29d7e8282898d5
B_DAK01_MC_FN_SIM01_301.wav,brushing,DAK01,MC,FN,SIM01,3,01,8000,1,16,16695,2.086875,4d05c6a2cf22d3d2a949ae60095617638d891e11958a3fb7cf8687b8f434e541
B_DAK01_MC_FN_SIM01_302.wav,brushing,DAK01,MC,FN,SIM01,3,02,8000,1,16,13945,1.743125,9142570c15f5c502abb625f481ec31643586e79cd3bcc611591159b57807546a
B_DAK01_MC_FN_SIM01_303.wav,brushing,DAK01,MC,FN,SIM01,3,03,8000,1,16,14740,1.8425,ad70d9f5e39ca30b4025e30d92a72a5314fc778f501b78b7944d569fca2f2dc4
B_IND01_EU_FN_ELI01_101.wav,brushing,IND01,EU,FN,ELI01,1,01,8000,1,16,15128,1.891,a091a84810061b6aa6a00d20c45622a9286592167d347cd36e2b3c1520163f43
B_IND01_EU_FN_ELI01_102.wav,brushing,IND01,EU,FN,ELI01,1,02,8000,1,16,13455,1.681875,61dc197ece8fd6619684b7e8c2f45d31286a0db5a7f9cae5938c5700d33a7e59
B_IND01_EU_FN_ELI01_103.wav,brushing,IND01,EU,FN,ELI01,1,03,8000,1,16,27333,3.416625,4f065844002667ab94e68189a45d2f532cebec9a69437daaa0a77f99939f0ad8
B_IND01_EU_FN_ELI01_201.wav,brushing,IND01,EU,FN,ELI01,2,01,8000,1,16,14433,1.804125,78d076a26dc98a0c3405d24804470acdd7bc1a8fdaa924149bfcdb3107cc224e
B_IND01_EU_FN_ELI01_202.wav,brushing,IND01,EU,FN,ELI01,2,02,8000,1,16,19041,2.380125,67ac89f2e72132d602cce4df94e986ea7bf55edd165d3da9652c66821df4d3d7
B_IND01_EU_FN_ELI01_203.wav,brushing,IND01,EU,FN,ELI01,2,03,8000,1,16,13084,1.6355,ac3ea1939bf2333fcb18331144317b2b764e79753e7b34df0c73b766e59bcccb
B_IND01_EU_FN_ELI01_301.wav,brushing,IND01,EU,FN,ELI01,3,01,8000,1,16,10479,1.309875,7a90d1b61a37fc43b4cb9f1fd9891ab54a376395c74a2bc363f0c78c2b8d830a
B_IND01_EU_FN_ELI01_302.wav,brushing,IND01,EU,FN,ELI01,3,02,8000,1,16,15021,1.877625,90cbad3a455cf49e636383183910a48b077529753eafa527134619785c480dfe
B_IND01_EU_FN_ELI01_303.wav,brushing,IND01,EU,FN,ELI01,3,03,8000,1,16,13965,1.745625,93f51333ffdc3b7eea7c3dbc09b9b95945ea7f561aae51e8b26b7036bca2075f
B_IND01_EU_FN_ELI01_304.wav,brushing,IND01,EU,FN,ELI01,3,04,8000,1,16,16569,2.071125,b773bd1bee315f85b0bf8033a4f09b51808b0d479c045e4742122179aeef4ce6
B_IND01_EU_FN_ELI01_305.wav,brushing,IND01,EU,FN,ELI01,3,05,8000,1,16,14689,1.836125,dbf3c189e313f4d0b6e6a7cac128ade2907a40e9b65ace00766af2d5c8696023
B_JJX01_MC_FN_SIM01_101.wav,brushing,JJX01,MC,FN,SIM01,1,01,8000,1,16,9324,1.1655,40534b2aef68a0619c4d6253a5b4a77be9dbdd03f049abb84b37b3db07d47b88
B_JJX01_MC_FN_SIM01_102.wav,brushing,JJX01,MC,FN,SIM01,1,02,8000,1,16,8853,1.106625,9ce7134da267d361b57fbeab19a10fcac48b901c0885092d7b3d4931a518f364
B_JJX01_MC_FN_SIM01_103.wav,brushing,JJX01,MC,FN,SIM01,1,03,8000,1,16,11346,1.41825,1fb5b27935cdaab353f9d07aae6636d41679fb93ae2317dc9144b9b424560435
B_JJX01_MC_FN_SIM01_201.wav,brushing,JJX01,MC,FN,SIM01,2,01,8000,1,16,11914,1.48925,053da152444a13d1c2a8d4f517fcd53f3de4ea7ad4d7ea6237fb46a559724cbc
B_JJX01_MC_FN_SIM01_202.wav,brushing,JJX01,MC,FN,SIM01,2,02,8000,1,16,15158,1.89475,51aec5a88e714ff038f227394d2b57a712641e2ef248d21a2e418b118fb5bcf1
B_JJX01_MC_FN_SIM01_301.wav,brushing,JJX01,MC,FN,SIM01,3,01,8000,1,16,11099,1.387375,f572a2b506a7ee8a4a4d1f75a3b92a0bd2686ad14334f2f14cb09486b469c539
B_JJX01_MC_FN_SIM01_302.wav,brushing,JJX01,MC,FN,SIM01,3,02,8000,1,16,11389,1.423625,49aa70e403073dcc76dc179c059c33e5dd60b352d41c4d1c7994f63955c0781c
B_MAG01_EU_FN_FED01_101.wav,brushing,MAG01,EU,FN,FED01,1,01,8000,1,16,14145,1.768125,31d96cc17b5a3772462165363f121a232a28cdbd217b2a11fe81aae8d147bc59
B_MAG01_EU_FN_FED01_102.wav,brushing,MAG01,EU,FN,FED01,1,02,8000,1,16,13889,1.736125,3f9657d78cacd304b96209fea8840a4c35490ead193a3d92fe9a1a3d84037374
B_MAG01_EU_FN_FED01_103.wav,brushing,MAG01,EU,FN,FED01,1,03,8000,1,16,13953,1.744125,3b24d990c9591e940a1f2f5816d53d3eac5484572eff37c7be19af49c0bd8edb
B_MAG01_EU_FN_FED01_201.wav,brushing,MAG01,EU,FN,FED01,2,01,8000,1,16,13409,1.676125,910e70ba30fdd526fef8ac9de530f36b281a2069132f5cdcc70ebcad6d22349f
B_MAG01_EU_FN_FED01_202.wav,brushing,MAG01,EU,FN,FED01,2,02,8000,1,16,11888,1.486,6e114f48c5c0aa0d34623ebc2128c8d17e11248b9e715a65461277ce636dd0b0
B_MAG01_EU_FN_FED01_203.wav,brushing,MAG01,EU,FN,FED01,2,03,8000,1,16,13563,1.695375,24b5bd7bf2eb4693551c4fb22990eb33aa24ab73dfb6420fa041e9531450a2d1
B_MAG01_EU_FN_FED01_204.wav,brushing,MAG01,EU,FN,FED01,2,04,8000,1,16,14805,1.850625,c5cc38442e1b0f0d5546cc520e0d356f270ecbee1d72607cc83701601e4de82b
B_MAG01_EU_FN_FED01_205.wav,brushing,MAG01,EU,FN,FED01,2,05,8000,1,16,14427,1.803375,25b37fccae61ad69fe30d0e58fe566c24b9907b7773dc1d7b31b0a723cc10236
B_MAG01_EU_FN_FED01_301.wav,brushing,MAG01,EU,FN,FED01,3,01,8000,1,16,16185,2.023125,3afdef08bed3b0688a053367d38245d0b62b5b0122dd7c4994d244a895ae4f4c
B_MAG01_EU_FN_FED01_302.wav,brushing,MAG01,EU,FN,FED01,3,02,8000,1,16,12918,1.61475,a0258dfd2727234afd04efbb3eb89fc2f9ce6c7a78633de5082c2cb0267b5ec0
B_MAT01_EU_FN_RIT01_101.wav,brushing,MAT01,EU,FN,RIT01,1,01,8000,1,16,14927,1.865875,b943b5965362dab8fc03847a456878031caba03f45289c0747632124cee86168
B_MAT01_EU_FN_RIT01_102.wav,brushing,MAT01,EU,FN,RIT01,1,02,8000,1,16,13992,1.749,2efa6688b6de0ed44e6a193789d16c1236ba090288712a15fc906b5e3eebd7fb
B_MAT01_EU_FN_RIT01_201.wav,brushing,MAT01,EU,FN,RIT01,2,01,8000,1,16,11748,1.4685,b1e9c7d1d73aa440db5f398bcab3f9961a44bb42bfb8f320416238311aaf601a
B_MAT01_EU_FN_RIT01_202.wav,brushing,MAT01,EU,FN,RIT01,2,02,8000,1,16,10981,1.372625,f1d784d39e06bb4118b7e3b44f63ece7465b26cb978c7ad3d2d3c95403a0d9b9
B_MAT01_EU_FN_RIT01_203.wav,brushing,MAT01,EU,FN,RIT01,2,03,8000,1,16,15041,1.880125,c6e8a0fede4d76b498a472bd56c0cbc2e11170b2dea73a46c8a48e8d480f6a65
B_MAT01_EU_FN_RIT01_204.wav,brushing,MAT01,EU,FN,RIT01,2,04,8000,1,16,20545,2.568125,3ae26d2edb79a77a049f268fae53868409d48c9e85d380b869ad38a9bf60dcb7
B_MAT01_EU_FN_RIT01_205.wav,brushing,MAT01,EU,FN,RIT01,2,05,8000,1,16,15425,1.928125,131df2795d33e796e13be0f20133fe1b05acee330569aa2e99464153c2afc0a3
B_MAT01_EU_FN_RIT01_206.wav,brushing,MAT01,EU,FN,RIT01,2,06,8000,1,16,17345,2.168125,f209f0f45a3795460bfd93e9576d1720e49fe061ecfd306f3b880020019630bf
B_MAT01_EU_FN_RIT01_207.wav,brushing,MAT01,EU,FN,RIT01,2,07,8000,1,16,18369,2.296125,17a8914449dac60cd8a5a3424800aa0db0637939d03a070169f5d151f73ef16d
B_MAT01_EU_FN_RIT01_301.wav,brushing,MAT01,EU,FN,RIT01,3,01,8000,1,16,15603,1.950375,b27013d3393e98c4bb5948be398d94409b5d4a5279753c2f312cb838f8c89a6c
B_MIN01_EU_FN_BEN01_101.wav,brushing,MIN01,EU,FN,BEN01,1,01,8000,1,16,19400,2.425,ed7ee34784cb24e3ddf17b278d667e3f50674d2a8ab496adb58030c08e6fc461
B_MIN01_EU_FN_BEN01_102.wav,brushing,MIN01,EU,FN,BEN01,1,02,8000,1,16,25165,3.145625,e9298dd24ac9915ae9274d42f592ccff7d87e5f073fd35c91229cbccea35882c
B_MIN01_EU_FN_BEN01_103.wav,brushing,MIN01,EU,FN,BEN01,1,03,8000,1,16,23003,2.875375,7d4d473483630f8a2e070bb18a21e1e3ab0c376b4412a6e499292479ba073600
B_MIN01_EU_FN_BEN01_104.wav,brushing,MIN01,EU,FN,BEN01,1,04,8000,1,16,20298,2.53725,65c0876263c176d84f5dda7fcb9cc6de58cd4eefc634161473611a7feeec1525
B_NIG01_MC_MN_SIM01_101.wav,brushing,NIG01,MC,MN,SIM01,1,01,8000,1,16,13244,1.6555,3aa60dff21307fabc7b51e9e9fc73e0b2fea19cd053f0caa184a47e0a72024b3
B_NIG01_MC_MN_SIM01_102.wav,brushing,NIG01,MC,MN,SIM01,1,02,8000,1,16,13914,1.73925,86fdc8f4659c29e5075632d0a5f8e59fcee32e8313c046f04dfdd9568284dfc9
B_NIG01_MC_MN_SIM01_103.wav,brushing,NIG01,MC,MN,SIM01,1,03,8000,1,16,11813,1.476625,c23ba3ca4af7d3b74380d31a0a486f3f71ffa5d81657d2a4b0bc26625a2ff575
B_NIG01_MC_MN_SIM01_201.wav,brushing,NIG01,MC,MN,SIM01,2,01,8000,1,16,27955,3.494375,4f459f20dfadecea6156413aa84d518c58e19a09614072cceb5ffb5356245bb3
B_NUL01_MC_MI_SIM01_102.wav,brushing,NUL01,MC,MI,SIM01,1,02,8000,1,16,15268,1.9085,fc12e5ff8dd5d7d6294c14540155c7d5fd8e3f6747c129987f8ca4069d33134a
B_NUL01_MC_MI_SIM01_201.wav,brushing,NUL01,MC,MI,SIM01,2,01,8000,1,16,23586,2.94825,e3b6099b5d5362704115c570898aaede028028eff5f289a94694936cd3c073ae
B_NUL01_MC_MI_SIM01_301.wav,brushing,NUL01,MC,MI,SIM01,3,01,8000,1,16,14450,1.80625,622d0e3e6bdb11b44ca15e39a559aa03f5593b1310109908d465bc042cff63d2
B_NUL01_MC_MI_SIM01_302.wav,brushing,NUL01,MC,MI,SIM01,3,02,8000,1,16,15295,1.911875,544ffde64fb9adf012a2dcfe4ed8dd4a4cd1198142421034503fe5efc5f923de
B_REG01_EU_FN_GIO01_101.wav,brushing,REG01,EU,FN,GIO01,1,01,8000,1,16,15501,1.937625,ea3ef64ed88ce64f34454a872250a483f6bfc830a2c1514d3f7cf9add5b3a8ac
B_REG01_EU_FN_GIO01_102.wav,brushing,REG01,EU,FN,GIO01,1,02,8000,1,16,17569,2.196125,02e41d1f92b94b96455ad8090465ce2cb77ca1863e7f0903042124ecd27de49b
B_REG01_EU_FN_GIO01_201.wav,brushing,REG01,EU,FN,GIO01,2,01,8000,1,16,15425,1.928125,bb25531a789271e62af4cacf27988d49cdb7b0599a921b996ca3621fba5f849d
B_SPI01_EU_MN_NAI01_101.wav,brushing,SPI01,EU,MN,NAI01,1,01,8000,1,16,16425,2.053125,50b885e88e2c69f451a5132948b969542c0a28f0978b8c292c9f955c1f495f4e
B_SPI01_EU_MN_NAI01_102.wav,brushing,SPI01,EU,MN,NAI01,1,02,8000,1,16,13995,1.749375,514ad1c6e1fb48856a57e2e59a96ccd318e951cf3012addf4d18176b8c1f24ba
B_SPI01_EU_MN_NAI01_103.wav,brushing,SPI01,EU,MN,NAI01,1,03,8000,1,16,15183,1.897875,1384388260a092aae6ae4878584e4f79b09222616cdf372d732762392f723313
B_SPI01_EU_MN_NAI01_301.wav,brushing,SPI01,EU,MN,NAI01,3,01,8000,1,16,14657,1.832125,b9c169dc0c08b618ce1ca355d74d887369a565e7e01daabecc53096054bd26b6
B_TIG01_EU_FN_GIU01_201.wav,brushing,TIG01,EU,FN,GIU01,2,01,8000,1,16,14273,1.784125,d05010af2edae7ac48ecbd819282dfa55086936642e79d0693eedd67ecda4bab
B_TIG01_EU_FN_GIU01_301.wav,brushing,TIG01,EU,FN,GIU01,3,01,8000,1,16,15425,1.928125,bd9049500b9f10d6f2055facc4d18a1d3737f563aaa68017e98b463816d73260
B_WHO01_MC_FI_SIM01_101.wav,brushing,WHO01,MC,FI,SIM01,1,01,8000,1,16,15486,1.93575,9516795135de3b65252b3d474c8ce7b727cb4aa2af04e0da6c1e6e49c5d68492
B_WHO01_MC_FI_SIM01_102.wav,brushing,WHO01,MC,FI,SIM01,1,02,8000,1,16,15697,1.962125,c76ffa48a072c36102af13bbce7cc46d7b75a85cc3dbc32e9298643f26fdc077
B_WHO01_MC_FI_SIM01_103.wav,brushing,WHO01,MC,FI,SIM01,1,03,8000,1,16,18609,2.326125,e6faee721607d4f0b5e64e24baa42e1e5d2145121e377bd352226c69de828245
B_WHO01_MC_FI_SIM01_104.wav,brushing,WHO01,MC,FI,SIM01,1,04,8000,1,16,15253,1.906625,3da59c7bc1c7e9c8e334a79626095a2e86ff1216c9cde7a06d3b8ea36f394591
B_WHO01_MC_FI_SIM01_201.wav,brushing,WHO01,MC,FI,SIM01,2,01,8000,1,16,16111,2.013875,21d4806248e36c2859ec77e10992c863d29d5945635a251804890bf884e4e17c
B_WHO01_MC_FI_SIM01_202.wav,brushing,WHO01,MC,FI,SIM01,2,02,8000,1,16,16023,2.002875,f357a85c33d6afed537e8daed41120364f0c5629e61b4fdbf14985886a7df981
B_WHO01_MC_FI_SIM01_203.wav,brushing,WHO01,MC,FI,SIM01,2,03,8000,1,16,10295,1.286875,6a0d05a7d3216460d4d57f1d53ed4ff61ef70990ced1b3a88b99bf2c76d611a0
B_WHO01_MC_FI_SIM01_204.wav,brushing,WHO01,MC,FI,SIM01,2,04,8000,1,16,15793,1.974125,418aa2176b40e79c4c412e9e9ccabda96b91748a9dbeae39df95f7f3a2a3954f
B_WHO01_MC_FI_SIM01_301.wav,brushing,WHO01,MC,FI,SIM01,3,01,8000,1,16,14282,1.78525,4c839a24229fb4605386b3591e91f68232666bdc3f3511dbf51afa0950e0cc97
B_WHO01_MC_FI_SIM01_302.wav,brushing,WHO01,MC,FI,SIM01,3,02,8000,1,16,18775,2.346875,8e5b4aa1b0bfa3fdc300c3f5230b0289fcbdad87fee1a1969cfe18f1f64be0aa
B_WHO01_MC_FI_SIM01_304.wav,brushing,WHO01,MC,FI,SIM01,3,04,8000,1,16,15967,1.995875,bffaabf7c15e2dd71a23da282b22371db026b0d837eb8afbf4150ea1d704e58c
B_WHO01_MC_FI_SIM01_305.wav,brushing,WHO01,MC,FI,SIM01,3,05,8000,1,16,11594,1.44925,24a684cc855d436b3ae99f6826c389f1d6323bb015edd705ce3af9df8a43b672
F_BAC01_MC_MN_SIM01_101.wav,waiting_for_food,BAC01,MC,MN,SIM01,1,01,8000,1,16,9739,1.217375,c077c7f4c05c16debabbfdc0059d08c69d4e2596c992b5d7b1d68868a1adb78f
F_BAC01_MC_MN_SIM01_102.wav,waiting_for_food,BAC01,MC,MN,SIM01,1,02,8000,1,16,11150,1.39375,391fd2e83289308998dd485daadcc045ff098b4814f52544c92c417e28b1cccc
F_BAC01_MC_MN_SIM01_103.wav,waiting_for_food,BAC01,MC,MN,SIM01,1,03,8000,1,16,11555,1.444375,3e48048ed4a92af04844da4f726ec6d2051271f4ecb1561cc739a0846cc808a0
F_BAC01_MC_MN_SIM01_104.wav,waiting_for_food,BAC01,MC,MN,SIM01,1,04,8000,1,16,11959,1.494875,49478711194457a0c8297b6609a32f0a71c15044e498b407eade2e3b233d0582
F_BAC01_MC_MN_SIM01_105.wav,waiting_for_food,BAC01,MC,MN,SIM01,1,05,8000,1,16,11524,1.4405,5bbb0626d9a2618eb7f25e97cb6f115be0785e8e4d43dfa17ca7302aeb212034
